City,Bedrooms,Building Area (m²),Land Area (m²),Price
jakarta,4,311,200,10000000000
jakarta,3,300,150,6200000000
jakarta,3,162,108,1500000000
jakarta,6,600,450,20500000000
jakarta,5,700,513,23500000000
jakarta,3,119,90,3300000000
jakarta,7,495,153,6000000000
jakarta,5,300,120,5500000000
jakarta,6,330,136,8500000000
jakarta,2,54,45,1010000000
jakarta,4,180,102,3400000000
jakarta,4,240,160,6300000000
jakarta,4,280,144,5800000000
jakarta,5,675,337,12000000000
jakarta,3,320,160,7000000000
jakarta,4,300,150,5000000000
jakarta,3,500,200,9500000000
jakarta,14,1700,808,57000000000
jakarta,3,120,90,3350000000
jakarta,3,136,90,3700000000
jakarta,6,400,300,10000000000
jakarta,3,200,100,3500000000
jakarta,3,205,144,6500000000
jakarta,3,87,45,1600000000
jakarta,5,700,300,14500000000
jakarta,4,1200,609,39000000000
jakarta,3,240,129,6400000000
jakarta,3,200,128,4800000000
jakarta,6,1400,540,45000000000
jakarta,3,611,311,11000000000
jakarta,5,554,804,48000000000
jakarta,5,240,120,4800000000
jakarta,6,345,434,21500000000
jakarta,4,700,450,30000000000
jakarta,7,459,153,5700000000
jakarta,5,1300,1250,35000000000
jakarta,4,324,162,4099999999
jakarta,4,120,93,4000000000
jakarta,4,378,153,8650000000
jakarta,7,750,600,16000000000
jakarta,4,240,120,1300000000
jakarta,3,266,133,1250000000
jakarta,5,188,102,3600000000
jakarta,4,400,200,10990000000
jakarta,6,544,316,9600000000
jakarta,3,130,174,2700000000
jakarta,5,270,215,6000000000
jakarta,5,1000,420,21500000000
jakarta,5,357,213,5500000000
jakarta,7,1000,455,30000000000
jakarta,3,174,160,6500000000
jakarta,3,170,120,4300000000
jakarta,5,490,200,9000000000
jakarta,6,500,250,12500000000
jakarta,5,700,288,12300000000
jakarta,3,126,60,2800000000
jakarta,3,120,84,1900000000
jakarta,3,120,100,3330000000
jakarta,2,90,60,1800000000
jakarta,3,142,100,3700000000
jakarta,5,360,388,3050000000
jakarta,4,500,425,22000000000
jakarta,3,584,146,4700000000
jakarta,3,56,39,749940000
jakarta,3,245,157,5400000000
jakarta,4,650,400,14000000000
jakarta,7,330,117,3200000000
jakarta,2,56,39,749940000
jakarta,7,450,180,5550000000
jakarta,4,120,96,3500000000
jakarta,2,89,60,1900000000
jakarta,4,358,250,12500000000
jakarta,4,120,90,3000000000
jakarta,4,280,180,5700000000
jakarta,4,234,102,3200000000
jakarta,7,250,128,3900000000
jakarta,3,100,70,2500000000
jakarta,3,229,120,5000000000
jakarta,3,100,57,1490000000
jakarta,6,130,200,2500000000
jakarta,5,300,220,6000000000
jakarta,4,200,196,6300000000
jakarta,2,55,32,671000000
jakarta,3,150,120,4200000000
jakarta,3,132,97,2750000000
jakarta,10,1522,1522,60000000000
jakarta,3,110,121,4850000000
jakarta,4,447,428,15800000000
jakarta,4,120,165,5500000000
jakarta,4,700,400,19000000000
jakarta,4,300,342,7500000000
jakarta,4,225,120,5000000000
jakarta,3,250,360,10000000000
jakarta,3,120,90,2700000000
jakarta,5,221,227,3000000000
jakarta,4,500,360,11000000000
jakarta,3,225,200,13500000000
jakarta,5,120,90,4000000000
jakarta,5,432,360,16000000000
jakarta,4,120,93,4000000000
jakarta,4,275,148,4500000000
jakarta,5,350,180,7200000000
jakarta,4,280,112,5900000000
jakarta,3,144,90,4200000000
jakarta,4,240,116,4500000000
jakarta,4,250,240,14000000000
jakarta,3,150,120,4380000000
jakarta,4,120,128,3070000000
jakarta,6,355,380,7500000000
jakarta,3,60,20,580000000
jakarta,2,100,72,1800000000
jakarta,2,55,32,671090000
jakarta,4,1000,450,19500000000
jakarta,4,230,208,6500000000
jakarta,3,315,160,6300000000
jakarta,4,160,90,3650000000
jakarta,4,275,200,8500000000
jakarta,2,132,145,3200000000
jakarta,3,140,77,3300000000
jakarta,5,326,120,3350000000
jakarta,5,405,180,7400000000
jakarta,4,290,348,8000000000
jakarta,5,409,221,6500000000
jakarta,6,168,513,3800000000
jakarta,7,900,561,8500000000
jakarta,5,500,200,9000000000
jakarta,2,79,90,2450000000
jakarta,6,544,316,9600000000
jakarta,3,120,84,2000000000
jakarta,5,661,529,16200000000
jakarta,4,630,252,9900000000
jakarta,3,450,200,11000000000
jakarta,2,130,90,3400000000
jakarta,5,230,150,6500000000
jakarta,5,207,160,3850000000
jakarta,4,159,153,3900000000
jakarta,4,159,153,3900000000
jakarta,5,360,120,5000000000
jakarta,3,220,161,3900000000
jakarta,3,100,53,1300000000
jakarta,3,87,45,1800000000
jakarta,3,120,90,2850000000
jakarta,6,304,304,8500000000
jakarta,2,62,45,1200000000
jakarta,4,213,225,8000000000
jakarta,3,132,97,3250000000
jakarta,3,87,45,2000000000
jakarta,6,460,1110,3800000000
jakarta,6,900,718,19000000000
jakarta,8,215,224,2200000000
jakarta,6,500,700,16700000000
jakarta,4,250,200,6600000000
jakarta,1,592,1308,33960000000
jakarta,5,900,540,22000000000
jakarta,3,150,120,4400000000
jakarta,7,1370,522,45000000000
jakarta,1,140,198,2100000000
jakarta,5,315,153,400000000
jakarta,2,63,37,785000000
jakarta,3,90,90,3000000000
jakarta,5,500,420,12000000000
jakarta,3,200,160,6200000000
jakarta,3,100,120,3200000000
jakarta,3,400,160,7300000000
jakarta,5,264,264,12500000000
jakarta,4,119,60,2300000000
jakarta,3,120,67,1490000000
jakarta,3,180,60,1900000000
jakarta,4,100,100,3500000000
jakarta,5,350,400,6300000000
jakarta,4,330,250,12000000000
jakarta,4,330,250,11500000000
jakarta,4,350,400,6300000000
jakarta,2,79,60,1700000000
jakarta,3,79,60,1900000000
jakarta,4,132,97,3250000000
jakarta,9,345,434,21500000000
jakarta,3,200,122,3100000000
jakarta,5,475,300,16500000000
jakarta,5,240,300,10000000000
jakarta,4,326,270,12500000000
jakarta,5,650,900,19000000000
jakarta,5,150,120,2900000000
jakarta,4,209,209,6500000000
jakarta,6,400,194,7700000000
jakarta,3,120,84,1900000000
jakarta,6,357,213,5500000000
jakarta,4,120,60,2550000000
jakarta,2,67,48,2000000000
jakarta,3,400,200,8300000000
jakarta,5,357,213,5500000000
jakarta,5,500,312,19750000000
jakarta,5,1050,312,18500000000
jakarta,7,400,200,6500000000
jakarta,4,200,150,5500000000
jakarta,4,750,300,12500000000
jakarta,4,350,300,15500000000
jakarta,5,200,275,5000000000
jakarta,2,67,36,800000000
jakarta,4,140,60,2000000000
jakarta,5,260,200,2750000000
jakarta,4,375,300,9500000000
jakarta,4,375,300,9500000000
jakarta,4,330,325,11500000000
jakarta,3,250,200,9700000000
jakarta,4,638,450,35000000000
jakarta,4,1300,600,55000000000
jakarta,3,250,120,7800000000
jakarta,38,616,224,6900000000
jakarta,3,120,67,2700000000
jakarta,7,250,128,3900000000
jakarta,2,41,21,455140000
jakarta,3,240,120,5000000000
jakarta,4,480,200,7900000000
jakarta,4,600,535,19500000000
jakarta,4,560,450,25000000000
jakarta,4,257,257,10500000000
jakarta,4,300,438,15800000000
jakarta,5,200,98,4500000000
jakarta,3,460,200,10950000000
jakarta,4,252,413,10500000000
jakarta,2,90,90,1600000000
jakarta,4,150,60,2400000000
jakarta,2,40,20,475010000
jakarta,6,950,950,6000000000
jakarta,3,120,90,2450000000
jakarta,6,330,117,3200000000
jakarta,4,250,200,6000000000
jakarta,1,36,70,1800000000
jakarta,3,100,65,1800000000
jakarta,3,120,90,2250000000
jakarta,3,63,37,772290000
jakarta,5,150,255,6500000000
jakarta,4,350,236,5100000000
jakarta,2,65,44,600000000
jakarta,4,117,96,2800000000
jakarta,3,120,90,2830000000
jakarta,7,928,290,12500000000
jakarta,3,200,150,8500000000
jakarta,3,265,338,15000000000
jakarta,3,100,70,2000000000
jakarta,4,330,250,10500000000
jakarta,4,209,150,5500000000
jakarta,3,163,120,4300000000
jakarta,8,240,120,1300000000
jakarta,3,203,150,5400000000
jakarta,3,340,200,9600000000
jakarta,3,376,188,8500000000
jakarta,5,210,200,5500000000
jakarta,11,130,128,1750000000
jakarta,6,325,450,20000000000
jakarta,3,128,90,3200000000
jakarta,3,117,96,2800000000
jakarta,6,120,93,4000000000
jakarta,4,234,102,3200000000
jakarta,4,447,578,21000000000
jakarta,3,119,90,2450000000
jakarta,12,292,511,8000000000
jakarta,4,300,135,4000000000
jakarta,3,304,184,8500000000
jakarta,3,200,160,7000000000
jakarta,8,240,120,1300000000
jakarta,3,102,102,1200000000
jakarta,9,154,68,2500000000
jakarta,5,357,213,5600000000
jakarta,5,121,90,3100000000
jakarta,5,556,408,18600000000
jakarta,3,90,90,2950000000
jakarta,5,330,132,3500000000
jakarta,4,120,161,4900000000
jakarta,4,160,90,3650000000
jakarta,4,450,150,6200000000
jakarta,4,220,96,3900000000
jakarta,3,90,75,1880000000
jakarta,5,350,360,13800000000
jakarta,3,277,111,3700000000
jakarta,2,56,33,687630000
jakarta,6,800,358,16800000000
jakarta,4,320,181,6900000000
jakarta,3,315,250,13000000000
jakarta,3,297,200,11000000000
jakarta,3,600,250,13000000000
jakarta,3,98,80,2500000000
jakarta,3,107,75,2400000000
jakarta,2,56,63,1250000000
jakarta,3,127,100,2700000000
jakarta,3,104,75,2450000000
jakarta,2,60,60,2100000000
jakarta,3,120,120,6200000000
jakarta,3,400,200,10300000000
jakarta,4,157,120,4750000000
jakarta,4,504,252,10500000000
jakarta,2,62,45,1700000000
jakarta,5,2500,960,60000000000
jakarta,4,638,350,32000000000
jakarta,6,1100,450,35800000000
jakarta,7,455,153,5850000000
jakarta,3,118,144,5600000000
jakarta,5,120,120,3000000000
jakarta,4,700,450,29000000000
jakarta,3,80,110,3750000000
jakarta,4,150,102,2500000000
jakarta,4,157,120,4750000000
jakarta,3,200,150,5600000000
jakarta,5,456,312,9300000000
jakarta,5,1200,609,39000000000
jakarta,4,105,110,3150000000
jakarta,4,257,252,11800000000
jakarta,3,60,60,1800000000
jakarta,4,380,468,18000000000
jakarta,4,200,200,17000000000
jakarta,4,237,152,5700000000
jakarta,4,548,390,12520000000
jakarta,3,90,90,2800000000
jakarta,3,75,85,2300000000
jakarta,3,75,85,2300000000
jakarta,3,120,80,3000000000
jakarta,2,45,45,1750000000
jakarta,3,340,200,10500000000
jakarta,4,400,250,13500000000
jakarta,8,610,235,11000000000
jakarta,4,209,150,5880000000
jakarta,4,200,200,3600000000
jakarta,5,600,360,10500000000
jakarta,7,2500,1626,82000000000
jakarta,3,134,90,3100000000
jakarta,5,792,324,12900000000
jakarta,4,270,228,5500000000
jakarta,3,128,90,3300000000
jakarta,8,1092,300,14000000000
jakarta,3,326,250,9100000000
jakarta,2,68,56,1650000000
jakarta,3,300,160,9000000000
jakarta,2,45,45,1300000000
jakarta,2,60,60,3000000000
jakarta,4,240,90,3400000000
jakarta,4,375,200,6200000000
jakarta,3,128,90,3200000000
jakarta,4,800,350,32000000000
jakarta,4,444,420,24000000000
jakarta,7,700,234,16800000000
jakarta,4,150,90,4200000000
jakarta,2,67,75,2380000000
jakarta,4,240,90,3400000000
jakarta,2,61,1000,780000000
jakarta,4,640,450,35000000000
jakarta,4,215,100,3700000000
jakarta,3,500,201,10500000000
jakarta,3,126,110,3750000000
jakarta,4,330,250,12500000000
jakarta,4,200,120,2700000000
jakarta,2,63,31,699000000
jakarta,4,360,270,11500000000
jakarta,2,200,150,6100000000
jakarta,5,1000,869,45000000000
jakarta,6,200,100,8000000000
jakarta,5,350,200,5500000000
jakarta,4,240,90,3400000000
jakarta,4,480,324,12900000000
jakarta,3,169,120,3200000000
jakarta,3,320,160,7700000000
jakarta,3,136,90,2980000000
jakarta,7,330,136,7500000000
jakarta,6,700,337,20000000000
jakarta,5,1200,609,39000000000
jakarta,6,837,366,11500000000
jakarta,2,62,45,2500000000
jakarta,4,204,144,4900000000
jakarta,6,172,90,1300000000
jakarta,4,246,200,10770000000
jakarta,2,58,18,1740000000
jakarta,4,257,252,11800000000
jakarta,4,800,420,28000000000
jakarta,3,169,120,4300000000
jakarta,4,142,100,4200000000
jakarta,4,143,100,3600000000
jakarta,3,400,200,9000000000
jakarta,5,358,288,15800000000
jakarta,4,444,420,24500000000
jakarta,5,1035,529,25000000000
jakarta,4,1500,600,60000000000
jakarta,5,98,280,5100000000
jakarta,7,300,180,7400000000
jakarta,4,600,240,13500000000
jakarta,4,204,144,4900000000
jakarta,7,1200,1117,50000000000
jakarta,3,105,110,4600000000
jakarta,3,200,160,6500000000
jakarta,4,157,120,4350000000
jakarta,2,90,90,2700000000
jakarta,3,120,120,4000000000
jakarta,4,280,140,9900000000
jakarta,4,252,96,4200000000
jakarta,7,380,246,6500000000
jakarta,4,650,325,11000000000
jakarta,3,288,136,9500000000
jakarta,4,412,442,18500000000
jakarta,3,105,110,3750000000
jakarta,4,100,200,3800000000
jakarta,2,67,56,1150000000
jakarta,3,160,250,6000000000
jakarta,3,360,160,9700000000
jakarta,3,480,200,9000000000
jakarta,4,200,150,5000000000
jakarta,4,300,108,3800000000
jakarta,3,120,100,3400000000
jakarta,3,240,200,6000000000
jakarta,11,130,128,1750000000
jakarta,3,220,220,6500000000
jakarta,3,110,81,1450000000
jakarta,4,180,144,6500000000
jakarta,3,80,82,1450000000
jakarta,4,150,110,1500000000
jakarta,4,180,180,7000000000
jakarta,5,400,414,15000000000
jakarta,3,160,100,3100000000
jakarta,3,180,90,3450000000
jakarta,3,120,120,4300000000
jakarta,3,61,75,1430000000
jakarta,4,240,120,4200000000
jakarta,3,100,60,1550000000
jakarta,4,200,120,4200000000
jakarta,4,158,75,3300000000
jakarta,2,100,53,1280000000
jakarta,6,365,120,4900000000
jakarta,4,280,200,10000000000
jakarta,3,128,90,3000000000
jakarta,2,96,48,2500000000
jakarta,1,105,105,1650000000
jakarta,5,250,150,3000000000
jakarta,6,150,136,3500000000
jakarta,4,210,135,4000000000
jakarta,4,164,101,3800000000
jakarta,3,90,60,1700000000
jakarta,5,330,202,5800000000
jakarta,4,121,90,2800000000
jakarta,5,240,180,5250000000
jakarta,4,500,600,33000000000
jakarta,4,400,200,7500000000
jakarta,3,300,200,5400000000
jakarta,3,450,250,16500000000
jakarta,4,350,900,18000000000
jakarta,5,500,250,10900000000
jakarta,4,640,260,14000000000
jakarta,5,250,160,3500000000
jakarta,4,600,546,22500000000
jakarta,3,350,200,8300000000
jakarta,4,900,325,35000000000
jakarta,5,840,420,15000000000
jakarta,3,100,68,1200000000
jakarta,7,400,565,12000000000
jakarta,5,200,193,3500000000
jakarta,4,270,180,5800000000
jakarta,4,107,107,2100000000
jakarta,3,600,450,16500000000
jakarta,6,100,88,2600000000
jakarta,3,510,200,11300000000
jakarta,4,447,428,15800000000
jakarta,2,280,145,2700000000
jakarta,4,200,120,4500000000
jakarta,3,127,100,3000000000
jakarta,4,375,300,9500000000
jakarta,2,120,60,2500000000
jakarta,5,134,90,2500000000
jakarta,4,324,341,15000000000
jakarta,4,700,403,20000000000
jakarta,3,55,32,686340000
jakarta,4,150,90,1300000000
jakarta,4,300,180,7500000000
jakarta,6,405,210,8400000000
jakarta,4,150,96,3500000000
jakarta,7,250,128,3900000000
jakarta,5,850,420,22000000000
jakarta,5,1200,1117,50000000000
jakarta,8,400,220,6300000000
jakarta,4,145,100,5500000000
jakarta,4,240,116,4500000000
jakarta,5,120,120,2800000000
jakarta,1,360,163,6200000000
jakarta,5,300,102,3600000000
jakarta,2,54,45,1100000000
jakarta,3,162,162,1290000000
jakarta,13,162,162,3900000000
jakarta,4,250,162,6000000000
jakarta,2,62,45,950000000
jakarta,4,250,216,8300000000
jakarta,4,280,220,8500000000
jakarta,2,96,48,1800000000
jakarta,5,1000,455,30000000000
jakarta,5,360,290,12500000000
jakarta,2,62,45,1300000000
jakarta,3,120,67,2700000000
jakarta,5,180,180,7400000000
jakarta,2,47,72,700000000
jakarta,2,200,150,2300000000
jakarta,2,45,45,1280000000
jakarta,4,234,102,3200000000
jakarta,3,160,160,3500000000
jakarta,4,300,250,14000000000
jakarta,3,130,65,900000000
jakarta,4,160,300,7000000000
jakarta,5,185,86,3800000000
jakarta,3,100,72,1800000000
jakarta,2,62,45,950000000
jakarta,4,160,90,3650000000
jakarta,5,350,400,6300000000
jakarta,8,600,600,16500000000
jakarta,5,90,90,1900000000
jakarta,5,300,180,5500000000
jakarta,4,423,308,12000000000
jakarta,4,412,442,19000000000
jakarta,3,90,75,2350000000
jakarta,2,54,45,1100000000
jakarta,4,240,120,1300000000
jakarta,4,200,100,4200000000
jakarta,5,139,135,3850000000
jakarta,3,160,102,2600000000
jakarta,3,240,160,6000000000
jakarta,3,150,90,2700000000
jakarta,3,192,128,4500000000
jakarta,3,272,136,3400000000
jakarta,2,100,56,1500000000
jakarta,8,360,144,2700000000
jakarta,4,238,159,5500000000
jakarta,5,226,256,5250000000
jakarta,3,100,70,2500000000
jakarta,8,650,550,8500000000
jakarta,4,150,101,1670000000
jakarta,7,300,350,4200000000
jakarta,4,240,120,4200000000
jakarta,3,100,70,2500000000
jakarta,2,160,77,2500000000
jakarta,4,424,165,7000000000
jakarta,7,250,128,3900000000
jakarta,3,272,185,1000000000
jakarta,4,360,240,13500000000
jakarta,2,191,175,2280000000
jakarta,3,105,80,2600000000
jakarta,3,120,75,1800000000
jakarta,4,176,96,3500000000
jakarta,3,110,110,2300000000
jakarta,5,300,180,5250000000
jakarta,28,585,155,6500000000
jakarta,4,300,200,5950000000
jakarta,6,350,180,6300000000
depok,4,129,128,2490000000
depok,3,80,167,1200000000
depok,2,55,84,600000000
depok,2,48,98,890000000
depok,2,70,122,940000000
depok,3,36,81,710000000
depok,2,45,60,499000000
depok,2,110,118,850000000
depok,3,100,60,899000000
depok,2,45,62,555000000
depok,4,286,160,1350000000
depok,4,120,338,2800000000
depok,4,184,187,3730000000
depok,3,109,140,2350000000
depok,3,110,112,1770000000
depok,3,109,200,2790000000
depok,4,180,144,2970000000
depok,4,150,128,2580000000
depok,2,72,102,599000000
depok,3,81,128,1510000000
depok,2,38,72,730000000
depok,4,185,109,1130000000
depok,3,109,112,1790000000
depok,2,50,82,520000000
depok,3,54,75,375000000
depok,3,72,107,998000000
depok,3,79,148,1880000000
depok,1,36,54,171000000
depok,3,137,112,2380000000
depok,3,79,113,1630000000
depok,3,111,98,1980000000
depok,2,44,40,595000000
depok,4,101,77,1100000000
depok,3,135,124,1870000000
depok,3,52,97,875000000
depok,3,60,72,800430000
depok,4,180,120,2130000000
depok,3,109,112,1670000000
depok,2,79,88,1230000000
depok,4,150,87,1700000000
depok,2,45,72,550000000
depok,4,128,205,2450000000
depok,3,73,74,762440000
depok,2,60,56,600000000
depok,4,206,114,3980000000
depok,3,60,80,800000000
depok,2,38,102,750000000
depok,3,64,65,700000000
depok,2,45,63,575000000
depok,3,70,63,845000000
depok,3,60,55,700000000
depok,3,84,72,1580000000
depok,2,36,66,400000000
depok,3,75,75,832350000
depok,3,77,78,833550000
depok,3,74,75,822340000
depok,3,85,86,755430000
depok,2,45,65,545000000
depok,3,60,60,498990000
depok,2,62,50,957000000
depok,2,36,60,500000000
depok,2,37,82,1060000000
depok,3,50,45,590000000
depok,3,76,66,1100000000
depok,2,36,52,599000000
depok,3,74,72,780000000
depok,3,76,77,733430000
depok,3,80,80,921420000
depok,3,74,75,788530000
depok,3,63,64,771270000
depok,3,82,83,878480000
depok,3,66,77,800000000
depok,3,83,84,923550000
depok,3,86,87,912740000
depok,3,82,83,897470000
depok,3,73,74,705750000
depok,3,84,85,910280000
depok,4,87,88,977570000
depok,3,63,64,707870000
depok,3,71,72,786750000
depok,2,36,50,540000000
depok,3,82,83,888650000
depok,3,66,67,778360000
depok,3,84,85,889660000
depok,3,76,78,744370000
depok,3,85,86,975350000
depok,3,90,70,900000000
depok,3,209,500,2950000000
depok,2,36,55,550000000
depok,3,100,60,785000000
depok,4,150,240,2250000000
depok,4,180,103,1300000000
depok,2,40,60,355000000
depok,2,40,40,551000000
depok,2,30,50,396000000
depok,3,120,98,1000000000
depok,2,50,90,667000000
depok,2,36,81,346000000
depok,3,75,72,780000000
depok,2,39,68,447000000
depok,2,70,98,700000000
depok,2,50,84,595000000
depok,3,60,70,530000000
depok,2,40,40,400000000
depok,2,45,95,550000000
depok,4,209,500,3000000000
depok,2,56,61,639000000
depok,2,45,34,400000000
depok,3,102,61,889000000
depok,2,50,50,605000000
depok,3,59,40,658000000
depok,3,100,130,565000000
depok,2,45,84,450000000
depok,2,50,84,795000000
depok,2,41,85,486000000
depok,4,74,72,780000000
depok,4,120,126,1500000000
depok,2,42,61,419000000
depok,3,87,88,965250000
depok,3,82,83,931250000
depok,3,82,84,965240000
depok,3,76,77,826740000
depok,3,87,88,975240000
depok,3,66,67,855660000
depok,3,78,79,917270000
depok,3,83,84,976370000
depok,3,82,83,925360000
depok,4,100,155,875000000
depok,3,71,72,822220000
depok,3,78,79,897480000
depok,3,83,84,946580000
depok,2,45,62,500000000
depok,3,90,102,1200000000
depok,3,90,93,1460000000
depok,3,82,84,925150000
depok,3,74,75,873430000
depok,2,48,65,495000000
depok,3,78,83,874560000
depok,3,84,86,943660000
depok,3,78,79,897480000
depok,2,40,60,620000000
depok,3,81,82,926150000
depok,3,77,78,942110000
depok,3,81,82,923650000
depok,3,77,78,898930000
depok,3,78,77,935250000
depok,3,83,84,966730000
depok,3,62,63,888890000
depok,3,81,82,890000000
depok,3,81,82,950000000
depok,3,77,77,931430000
depok,3,61,62,898870000
depok,3,73,76,900000000
depok,3,67,68,913530000
depok,2,70,90,650000000
depok,3,100,60,786000000
depok,4,300,504,6000000000
depok,5,300,504,6000000000
depok,4,101,77,1100000000
depok,3,90,78,900000000
depok,2,40,40,551000000
depok,4,75,72,780000000
depok,2,78,38,560000000
depok,3,45,70,430000000
depok,3,79,128,2200000000
depok,2,45,62,550000000
depok,3,79,128,2200000000
depok,4,73,72,780000000
depok,2,45,70,430000000
depok,4,150,160,1900000000
depok,3,100,60,785000000
depok,2,36,50,220000000
depok,2,30,53,364250000
depok,2,45,72,595000000
depok,4,174,810,3500000000
depok,3,61,61,865210000
depok,3,36,60,396000000
depok,2,60,60,501000000
depok,3,50,96,650010000
depok,3,48,62,680000000
depok,2,42,61,475000000
depok,3,50,55,670000000
depok,3,70,72,860000000
depok,3,286,180,1350000000
depok,4,72,72,780000000
depok,2,50,50,605000000
depok,3,49,60,680000000
depok,3,62,72,1100000000
depok,2,36,72,900000000
depok,3,84,86,957470000
depok,3,76,77,877650000
depok,2,30,50,396500000
depok,5,286,160,1350000000
depok,3,77,77,878890000
depok,3,82,72,1750000000
depok,4,206,144,3800000000
depok,3,84,84,944680000
depok,3,79,128,2200000000
depok,3,76,72,1200000000
depok,4,86,72,1400000000
depok,4,154,85,1700000000
depok,3,60,60,575000000
depok,2,42,67,490000000
depok,6,200,200,2300000000
depok,2,60,60,245000000
depok,2,42,53,400000000
depok,2,30,50,396000000
depok,2,50,58,520000000
depok,2,50,50,510000000
depok,2,45,60,350000000
depok,5,150,90,575000000
depok,2,47,63,570000000
depok,5,155,1442,2700000000
depok,3,120,128,1000000000
depok,4,149,128,2700000000
depok,2,45,72,650000000
depok,2,50,71,625000000
depok,2,42,69,495000000
depok,7,700,868,4500000000
depok,3,100,64,1090000000
depok,2,37,60,828000000
depok,2,62,50,957000000
depok,2,38,170,1080000000
depok,2,45,60,560000000
depok,2,80,80,355000000
depok,2,56,74,670000000
depok,3,90,108,1450000000
depok,2,43,40,555000000
depok,2,62,50,900000000
depok,3,72,60,695000000
depok,3,71,50,755000000
depok,3,85,58,998000000
depok,3,60,60,908730000
depok,3,64,65,945380000
depok,3,85,86,987370000
depok,3,60,60,915630000
depok,3,84,85,925000000
depok,3,64,65,905750000
depok,3,66,67,820360000
depok,3,63,60,850000000
depok,3,84,85,955370000
depok,2,95,98,1700000000
depok,3,63,62,853620000
depok,3,62,60,852380000
depok,3,66,58,850000000
depok,3,60,60,850210000
depok,3,60,60,850990000
depok,2,45,70,588000000
depok,3,61,60,852230000
depok,4,179,144,3000000000
depok,2,36,60,300000000
depok,1,30,32,130000000
depok,2,36,48,235000000
depok,3,100,146,950000000
depok,2,35,43,235000000
depok,2,45,62,400000000
depok,3,80,81,932520000
depok,5,222,160,3800000000
depok,4,184,200,5400000000
depok,3,136,112,1700000000
depok,5,222,160,3700000000
depok,3,90,120,750000000
depok,3,62,63,863530000
depok,3,62,63,933260000
depok,2,45,30,398000000
depok,3,84,83,985670000
depok,3,64,65,861260000
depok,3,60,60,908640000
depok,3,62,60,800000000
depok,3,66,67,932560000
depok,3,83,84,942330000
depok,3,64,60,888000000
depok,3,65,60,850480000
depok,3,63,60,877780000
depok,3,62,63,850000000
depok,3,83,83,942670000
depok,3,77,103,850000000
depok,3,65,60,856350000
depok,3,64,65,822540000
depok,3,64,60,901730000
depok,3,83,80,931220000
depok,3,60,60,921430000
depok,5,222,160,3800000000
depok,3,80,81,962340000
depok,4,140,105,1100000000
depok,3,65,66,865440000
depok,3,83,84,953450000
depok,3,66,67,852000000
depok,3,60,60,857540000
depok,3,66,66,850000000
depok,3,60,60,923160000
depok,3,66,60,851330000
depok,3,62,60,853430000
depok,3,62,63,903630000
depok,3,60,62,904560000
depok,3,83,83,900000000
depok,3,60,60,852640000
depok,3,66,66,856750000
depok,2,40,60,500000000
depok,2,36,48,240000000
depok,3,65,60,873000000
depok,3,61,60,862540000
depok,2,125,150,910000000
depok,3,62,63,855350000
depok,3,82,83,942320000
depok,3,80,81,940000000
depok,2,36,50,260000000
depok,3,85,86,965370000
depok,3,60,60,924640000
depok,3,62,60,852350000
depok,3,60,60,850770000
depok,3,63,64,906440000
depok,3,82,83,942350000
depok,3,81,81,950000000
depok,3,80,84,893680000
depok,3,78,78,976470000
depok,3,84,85,954370000
depok,2,36,55,440000000
depok,3,63,60,866580000
depok,3,60,60,852620000
depok,3,60,60,850500000
depok,3,82,86,971000000
depok,3,66,60,916440000
depok,3,64,64,854740000
depok,3,65,60,880000000
depok,3,82,83,962350000
depok,3,60,61,853240000
depok,3,128,230,1600000000
depok,3,60,60,910000000
depok,3,83,84,964240000
depok,3,62,60,852740000
depok,3,82,83,980000000
depok,3,100,180,1480000000
depok,3,70,76,978940000
depok,3,66,60,857630000
depok,3,63,64,930000000
depok,2,36,50,260000000
depok,2,36,50,260000000
depok,3,60,60,850000000
depok,3,84,85,972450000
depok,3,60,60,853270000
depok,3,63,60,855740000
depok,3,82,82,965270000
depok,4,197,128,3800000000
depok,3,60,60,848540000
depok,3,62,60,850940000
depok,3,62,60,910000000
depok,3,60,60,852550000
depok,3,60,60,913530000
depok,3,64,60,915240000
depok,3,64,65,849370000
depok,3,65,66,850000000
depok,3,62,60,871000000
depok,3,66,67,865750000
depok,3,60,60,850000000
depok,3,60,60,850000000
depok,3,82,84,897350000
depok,3,82,83,920000000
depok,3,60,60,850000000
depok,3,86,87,965470000
depok,3,85,86,978550000
depok,3,60,60,925620000
depok,3,84,85,999000000
depok,3,87,86,967460000
depok,2,36,48,240000000
depok,2,36,60,300000000
depok,4,300,500,1700000000
depok,2,50,84,595000000
depok,3,120,90,595000000
depok,3,42,50,450000000
depok,4,73,72,780000000
jakarta,2,40,40,559000000
depok,2,45,95,550000000
depok,3,78,65,900000000
depok,3,90,109,950000000
depok,2,36,77,378000000
depok,4,286,160,1350000000
depok,2,30,50,396500000
depok,3,150,72,900000000
depok,3,74,94,899000000
depok,2,40,50,642000000
depok,2,50,50,476000000
depok,2,37,60,803000000
depok,2,36,96,440000000
depok,3,70,66,695000000
depok,2,42,60,366780000
depok,2,48,78,695000000
depok,3,70,72,700000000
depok,3,170,150,1600000000
depok,2,45,72,355560000
depok,1,217,210,1900000000
depok,2,45,103,420000000
depok,2,28,50,388000000
depok,3,55,72,185000000
depok,2,45,84,770000000
depok,2,45,72,376010000
depok,2,45,72,380890000
