City,Bedrooms,Building Area (m²),Land Area (m²),Price
bogor,3,80,108,1200000000
bogor,4,500,381,8500000000
bogor,4,160,234,2650000000
bogor,3,300,236,3500000000
bogor,4,200,305,3500000000
bogor,3,125,299,3850000000
bogor,3,72,84,1320000000
bogor,4,400,281,6500000000
bogor,4,300,322,4500000000
bogor,3,130,90,1600000000
bogor,3,190,105,2000000000
bogor,2,40,84,770000000
bogor,3,165,350,4000000000
bogor,4,250,543,3500000000
bogor,4,350,550,5000000000
bogor,3,100,117,1400000000
bogor,2,65,81,650000000
bogor,6,509,613,15000000000
bogor,3,180,90,1600000000
bogor,4,520,473,7900000000
bogor,4,300,220,2450000000
bogor,2,40,70,500000000
bogor,3,124,334,3000000000
bogor,3,126,156,2000000000
bogor,3,90,216,1700000000
bogor,3,240,312,4200000000
bogor,3,180,286,3500000000
bogor,3,300,287,3950000000
bogor,3,280,265,4500000000
bogor,3,55,120,1200000000
bogor,3,180,120,1600000000
bogor,3,160,108,1700000000
bogor,3,85,72,700000000
bogor,6,180,300,2100000000
bogor,2,45,105,875000000
bogor,3,230,265,4500000000
bogor,4,125,94,1250000000
bogor,5,350,360,5000000000
bogor,3,300,216,2400000000
bogor,4,155,374,4000000000
bogor,3,100,140,1100000000
bogor,4,135,81,1250000000
bogor,3,182,180,4000000000
bogor,6,800,400,3300000000
bogor,2,53,90,1450000000
bogor,2,90,108,900000000
bogor,4,120,232,4000000000
bogor,4,220,128,2700000000
bogor,6,156,597,6500000000
bogor,2,70,105,850000000
bogor,3,72,130,780000000
bogor,3,67,72,1220000000
bogor,3,100,162,1440000000
bogor,4,120,84,1150000000
bogor,6,470,383,8500000000
bogor,5,270,208,3300000000
bogor,3,110,509,4950000000
bogor,5,400,639,9000000000
bogor,6,1100,960,17000000000
bogor,3,280,265,4500000000
bogor,2,65,72,750000000
bogor,2,70,127,690000000
depok,3,83,252,2650000000
bogor,3,230,265,4500000000
bogor,3,230,265,4200000000
bogor,3,125,328,2600000000
bogor,5,639,400,9000000000
bogor,8,700,272,8000000000
bogor,5,314,378,8800000000
bogor,3,190,255,3300000000
bogor,4,350,983,12500000000
bogor,6,500,296,16000000000
bogor,4,300,290,4200000000
bogor,5,200,200,2400000000
bogor,3,200,160,2900000000
bogor,2,48,87,850000000
bogor,4,800,504,6500000000
bogor,4,120,90,1500000000
bogor,6,270,295,4500000000
bogor,3,600,525,11000000000
bogor,3,180,126,1850000000
bogor,4,135,78,1200000000
bogor,4,300,700,7000000000
bogor,4,420,300,5000000000
bogor,4,300,156,2850000000
bogor,3,243,287,2800000000
bogor,4,250,315,2500000000
bogor,4,180,255,3200000000
bogor,4,350,300,5000000000
bogor,6,1100,968,18500000000
bogor,5,900,2050,29000000000
bogor,4,140,105,1650000000
bogor,4,300,243,4450000000
bogor,2,65,105,650000000
bogor,3,70,90,990000000
bogor,4,275,300,3000000000
bogor,3,300,243,4900000000
bogor,6,200,130,1500000000
bogor,2,84,84,460000000
bogor,3,220,180,2100000000
bogor,4,255,600,3900000000
bogor,3,230,265,4500000000
bogor,3,125,180,2500000000
bogor,3,230,265,4500000000
bogor,6,600,2145,23000000000
bogor,3,90,160,1650000000
bogor,3,160,108,1600000000
bogor,4,300,428,1720000000
bogor,3,69,72,830000000
bogor,3,140,90,1400000000
bogor,4,200,188,3850000000
bogor,3,230,265,4500000000
bogor,3,160,105,1800000000
bogor,2,53,90,950000000
bogor,4,212,242,2900000000
bogor,4,325,375,3750000000
bogor,3,225,312,3500000000
bogor,3,125,90,1250000000
bogor,4,300,224,2500000000
bogor,2,43,72,1050000000
bogor,4,265,350,4200000000
bogor,7,800,2686,30000000000
bogor,3,250,160,1900000000
bogor,3,110,132,2000000000
bogor,4,300,270,4250000000
bogor,3,125,300,2900000000
bogor,5,125,172,1500000000
bogor,3,100,105,990000000
bogor,3,210,240,2600000000
bogor,4,225,690,4600000000
bogor,4,350,300,4000000000
bogor,3,350,180,1700000000
bogor,6,1000,2450,38500000000
bogor,4,140,147,1800000000
bogor,6,400,344,5500000000
bogor,3,105,105,1200000000
bogor,3,90,90,850000000
bogor,2,168,200,3800000000
bogor,2,120,90,1500000000
bogor,3,120,90,925000000
bogor,4,90,140,2000000000
bogor,4,250,338,2400000000
bogor,3,226,200,4800000000
bogor,2,33,72,800000000
bogor,2,42,60,350000000
bogor,3,55,72,898700000
bogor,2,100,122,850000000
bogor,3,140,120,1650000000
bogor,3,70,126,1000000000
bogor,4,120,162,2210000000
bogor,4,330,299,4250000000
bogor,5,1000,867,18800000000
bogor,2,60,78,750000000
bogor,4,85,143,1460000000
bogor,4,300,326,3750000000
bogor,4,300,326,3750000000
bogor,2,60,84,705000000
bogor,3,100,135,1660000000
bogor,3,240,120,2270000000
bogor,2,84,84,1220000000
bogor,10,358,959,11000000000
bogor,3,168,110,1200000000
bogor,5,600,487,7000000000
bogor,4,170,105,1600000000
bogor,3,140,90,1400000000
bogor,2,48,217,1090000000
bogor,2,62,105,950000000
bogor,4,500,714,15000000000
bogor,4,200,300,4099999999
bogor,2,40,84,770000000
bogor,3,72,84,1320000000
bogor,4,250,148,3500000000
bogor,4,200,300,4099999999
bogor,3,350,216,3700000000
bogor,2,58,144,1700000000
bogor,7,800,1565,5000000000
bogor,3,105,78,900000000
bogor,2,45,84,1050000000
bogor,2,36,104,840000000
bogor,2,80,90,625000000
bogor,3,120,216,2470000000
bogor,3,98,112,1690000000
bogor,5,350,300,4500000000
bogor,2,65,108,700000000
bogor,3,210,287,2600000000
bogor,2,33,88,560000000
bogor,3,230,265,4500000000
bogor,4,200,180,2000000000
bogor,3,148,200,2000000000
bogor,3,85,105,1100000000
bogor,3,160,105,1800000000
bogor,3,71,119,1220000000
bogor,4,200,224,2990000000
bogor,3,100,120,1110000000
bogor,3,72,90,970000000
bogor,1,120,740,6500000000
bogor,4,350,754,7500000000
bogor,7,650,450,18000000000
bogor,2,75,216,1700000000
bogor,4,1500,500,23000000000
bogor,6,635,730,5400000000
bogor,3,100,81,785000000
bogor,3,160,105,1800000000
bogor,3,120,162,1600000000
bogor,2,45,77,650000000
bogor,2,39,60,873000000
bogor,2,75,104,840000000
bogor,2,180,388,700000000
bogor,2,43,108,700000000
bogor,8,537,300,4500000000
bogor,4,200,275,2100000000
bogor,2,60,84,680000000
bogor,6,307,216,7500000000
bogor,3,89,126,2000000000
bogor,5,250,261,2900000000
bogor,3,160,224,2300000000
bogor,4,210,287,2600000000
bogor,5,300,219,3900000000
bogor,4,420,491,8000000000
bogor,4,300,326,3870000000
bogor,3,214,168,1440000000
bogor,3,72,130,780000000
bogor,2,50,105,790000000
bogor,6,600,2146,25000000000
bogor,7,450,420,5750000000
bogor,3,75,144,950000000
bogor,2,48,217,1340000000
bogor,3,72,84,1430000000
bogor,3,69,72,910000000
bogor,3,100,155,1550000000
bogor,2,36,72,520000000
bogor,2,60,78,790000000
bogor,3,240,120,2210000000
bogor,5,180,220,2800000000
bogor,2,54,72,720000000
bogor,2,45,78,590000000
bogor,2,45,84,940000000
bogor,3,160,105,1800000000
bogor,4,181,178,4070000000
bogor,3,200,286,2500000000
bogor,3,72,84,1320000000
bogor,1,21,60,250000000
bogor,2,40,84,770000000
bogor,4,150,180,2000000000
bogor,2,50,60,1200000000
bogor,4,190,212,3500000000
bogor,4,190,212,3500000000
bogor,2,45,105,780000000
bogor,5,500,430,8000000000
bogor,3,100,145,2800000000
bogor,2,60,90,625000000
bogor,3,48,96,1320000000
bogor,2,65,90,800000000
bogor,4,212,242,3100000000
bogor,3,159,210,1900000000
bogor,5,250,216,4200000000
bogor,3,230,265,4500000000
bogor,3,67,72,1220000000
bogor,2,78,78,670000000
bogor,5,350,448,4750000000
bogor,4,230,208,2700000000
bogor,6,400,498,5500000000
bogor,5,400,383,3350000000
bogor,5,180,235,3000000000
bogor,3,160,108,1700000000
bogor,2,90,98,840000000
bogor,4,100,122,910000000
bogor,3,100,135,1930000000
bogor,2,36,104,950000000
bogor,4,200,224,2890000000
bogor,2,40,84,800000000
bogor,3,69,72,830000000
bogor,3,98,112,1660000000
bogor,4,225,300,5750000000
bogor,3,90,105,1600000000
bogor,4,200,450,6100000000
bogor,2,45,90,580000000
bogor,3,65,81,595000000
bogor,4,227,180,2290000000
bogor,3,125,91,2800000000
bogor,2,156,205,950000000
bogor,3,300,300,1500000000
bogor,2,75,90,650000000
bogor,3,150,144,1330000000
bogor,4,400,700,6000000000
bogor,4,220,312,2500000000
bogor,3,125,72,960000000
bogor,3,140,260,2000000000
bogor,2,250,177,2900000000
bogor,3,112,160,1330000000
bogor,3,200,140,2200000000
bogor,4,150,105,1500000000
bogor,6,400,498,5500000000
bogor,4,250,481,4900000000
bogor,3,200,160,1400000000
bogor,5,240,156,1340000000
bogor,3,214,168,1400000000
bogor,3,388,388,3750000000
bogor,4,110,180,2300000000
bogor,3,338,514,5750000000
bogor,5,180,248,2150000000
bogor,2,45,84,1080000000
bogor,4,200,224,2890000000
bogor,3,98,112,1660000000
bogor,3,71,119,1220000000
bogor,4,250,264,4200000000
bogor,4,203,203,3000000000
bogor,2,60,144,1600000000
bogor,4,196,162,3000000000
bogor,2,55,90,795000000
bogor,2,70,90,1050000000
bogor,2,50,72,575000000
bogor,3,150,105,1600000000
bogor,6,170,252,2500000000
bogor,2,90,162,1000000000
bogor,2,90,105,1200000000
bogor,5,420,344,6500000000
bogor,2,58,108,1300000000
bogor,3,200,120,1550000000
bogor,3,61,49,1030000000
bogor,2,45,72,1090000000
bogor,4,300,318,4400000000
bogor,2,700,2916,16000000000
bogor,7,650,867,18500000000
bogor,3,230,265,4500000000
bogor,4,300,236,3500000000
bogor,2,33,60,875000000
bogor,3,70,90,990000000
bogor,5,300,216,3700000000
bogor,4,250,390,5250000000
bogor,4,250,195,5350000000
bogor,4,300,594,4250000000
bogor,5,250,264,4150000000
bogor,3,120,126,1750000000
bogor,4,350,440,5500000000
bogor,5,350,723,6000000000
bogor,3,300,120,1750000000
bogor,3,270,180,3100000000
bogor,1,33,90,600000000
bogor,3,160,105,1800000000
bogor,1,54,84,1340000000
bogor,4,150,250,2500000000
bogor,3,200,120,1650000000
bogor,2,90,270,1800000000
bogor,2,50,60,488120000
bogor,3,180,286,2000000000
bogor,6,2000,1700,43000000000
bogor,4,124,227,1750000000
bogor,2,33,72,750000000
bogor,2,52,185,1500000000
bogor,4,200,220,3800000000
bogor,4,150,250,2500000000
bogor,2,62,105,950000000
bogor,2,42,81,500000000
bogor,4,300,243,4900000000
bogor,4,190,212,3500000000
bogor,3,100,90,775000000
bogor,5,370,465,6500000000
bogor,4,181,121,1200000000
bogor,2,175,36,580000000
bogor,3,72,43,1130000000
bogor,3,90,90,850000000
bogor,2,80,136,1100000000
bogor,4,153,235,2650000000
bogor,5,314,375,10000000000
bogor,4,250,177,2500000000
bogor,3,160,108,1600000000
bogor,3,140,90,1400000000
bogor,2,33,50,721000000
bogor,5,500,381,7200000000
bogor,9,220,140,2000000000
bogor,4,230,248,3500000000
bogor,4,300,300,2900000000
bogor,3,150,867,10000000000
bogor,3,400,853,8000000000
bogor,2,105,40,800000000
bogor,2,53,90,550000000
bogor,2,36,63,600000000
bogor,2,72,189,1850000000
bogor,4,178,300,2770000000
bogor,5,220,200,2900000000
bogor,4,200,261,3500000000
bogor,4,287,201,2800000000
bogor,4,400,261,2900000000
bogor,2,45,35,690000000
bogor,3,150,105,1700000000
bogor,5,300,180,3500000000
bogor,5,300,300,4750000000
bogor,6,700,518,9950000000
bogor,4,220,300,4099999999
bogor,2,45,72,940000000
bogor,2,60,81,675000000
bogor,2,45,72,850000000
bogor,6,450,696,18000000000
bogor,4,200,680,4500000000
bogor,6,600,630,10500000000
bogor,7,500,630,8600000000
bogor,2,36,60,800000000
bogor,5,200,222,2450000000
bogor,5,510,490,7200000000
bogor,5,178,120,4000000000
bogor,4,200,220,3800000000
bogor,2,50,60,557000000
bogor,2,60,75,575000000
bogor,4,220,200,2900000000
bogor,3,265,519,7000000000
bogor,3,60,60,1200000000
bogor,3,180,286,2000000000
bogor,3,250,177,2550000000
bogor,3,180,315,2600000000
bogor,4,178,120,3600000000
bogor,3,39,60,850000000
bogor,3,150,105,1400000000
bogor,5,312,324,8300000000
bogor,2,53,90,800000000
bogor,3,140,90,1400000000
bogor,6,200,400,7500000000
bogor,3,160,108,1600000000
bogor,3,160,108,1600000000
bogor,3,160,105,1800000000
bogor,3,220,140,2700000000
bogor,5,480,300,7500000000
bogor,3,60,83,600000000
bogor,6,1200,1722,45000000000
bogor,2,40,140,600000000
bogor,4,150,120,1600000000
bogor,4,200,145,1800000000
bogor,2,70,72,600000000
bogor,4,350,550,5500000000
bogor,3,90,181,1800000000
bogor,2,80,216,1300000000
bogor,2,72,90,800000000
bogor,2,70,133,1200000000
bogor,2,40,81,650000000
bogor,3,243,300,2900000000
bogor,5,1000,1885,27000000000
bogor,4,250,162,1650000000
bogor,6,249,661,4099999999
bogor,4,90,90,950000000
bogor,2,109,144,2800000000
bogor,2,65,84,670000000
bogor,3,160,108,1600000000
bogor,2,45,156,1300000000
bogor,3,160,105,1800000000
bogor,2,90,105,750000000
bogor,3,180,315,2600000000
bogor,4,250,264,4200000000
bogor,3,280,265,4500000000
bogor,2,53,90,800000000
bogor,3,70,270,2200000000
bogor,3,70,136,1100000000
bogor,3,250,147,2500000000
bogor,3,150,105,1400000000
bogor,4,250,298,4250000000
bogor,2,45,81,600000000
bogor,2,53,90,800000000
bogor,3,120,135,1650000000
bogor,3,159,210,2500000000
bogor,3,115,140,1200000000
bogor,3,60,70,590000000
bogor,4,500,630,7000000000
bogor,5,220,290,2950000000
bogor,3,149,396,4200000000
bogor,2,75,91,650000000
bogor,2,45,90,1050000000
bogor,2,60,90,900000000
bogor,4,200,170,2500000000
bogor,3,120,81,1550000000
bogor,2,120,126,1700000000
bogor,2,60,60,480000000
bogor,3,100,90,1380000000
bogor,2,86,86,600000000
bogor,4,603,1057,15000000000
bogor,4,350,754,7500000000
bogor,3,75,350,2100000000
bogor,2,90,216,1750000000
bogor,2,70,72,580000000
bogor,4,200,221,2000000000
bogor,5,480,300,8500000000
bogor,5,819,1208,11000000000
bogor,7,700,661,9500000000
bogor,2,80,108,799000000
bogor,4,225,210,5700000000
bogor,3,180,315,2600000000
bogor,3,112,160,1330000000
bogor,4,300,345,3900000000
bogor,4,160,228,2700000000
bogor,3,105,144,1700000000
bogor,3,180,315,2600000000
bogor,3,150,90,1400000000
bogor,3,180,315,2600000000
bogor,3,60,120,1050000000
bogor,4,200,252,2500000000
bogor,2,100,100,1950000000
bogor,4,100,122,1000000000
bogor,3,180,230,2500000000
bogor,2,70,180,1400000000
bogor,3,350,261,5500000000
bogor,2,90,90,650000000
bogor,5,500,261,4900000000
bogor,1,56,72,650000000
bogor,5,270,126,2200000000
bogor,3,120,90,1250000000
bogor,3,300,236,3300000000
bogor,3,125,236,1900000000
bogor,3,203,216,1700000000
bogor,4,204,120,1500000000
bogor,3,160,105,1800000000
bogor,3,230,265,4500000000
bogor,3,200,140,2200000000
bogor,8,600,2318,35000000000
bogor,3,140,90,1400000000
bogor,4,300,498,5500000000
bogor,3,180,315,2600000000
bogor,3,120,81,1100000000
bogor,2,35,106,1500000000
bogor,2,72,43,1100000000
bogor,3,250,523,5500000000
bogor,3,100,90,775000000
bogor,3,696,400,8800000000
bogor,2,49,95,1200000000
bogor,3,110,130,1350000000
bogor,1,30,90,570000000
bogor,5,350,230,3900000000
bogor,4,196,162,3100000000
bogor,3,160,81,765000000
bogor,3,140,90,1300000000
bogor,3,190,140,2200000000
bogor,4,550,518,11500000000
bogor,5,250,661,4800000000
bogor,2,230,81,1500000000
bogor,2,90,90,700000000
bogor,2,120,60,650000000
bogor,3,250,314,3800000000
bogor,2,70,90,650000000
bogor,2,70,80,950000000
bogor,2,53,108,850000000
bogor,3,700,661,11000000000
bogor,2,60,90,650000000
bogor,5,200,130,1500000000
bogor,2,33,72,700000000
bogor,3,60,72,677000000
bogor,3,70,105,850000000
bogor,2,60,81,750000000
bogor,4,212,325,2900000000
bogor,6,130,252,2500000000
bogor,3,180,315,2600000000
bogor,3,160,105,1800000000
bogor,2,103,108,810000000
bogor,2,42,155,1550000000
bogor,4,250,264,4200000000
bogor,3,300,535,4000000000
bogor,3,60,72,1100000000
bogor,3,159,210,1900000000
bogor,3,75,81,790000000
bogor,3,140,90,1400000000
bogor,4,150,105,1600000000
bogor,7,250,661,4000000000
bogor,3,200,120,1600000000
bogor,4,109,90,1550000000
bogor,3,112,216,2500000000
bogor,6,600,272,8000000000
bogor,5,200,144,1700000000
bogor,3,300,216,4500000000
bogor,2,33,50,580000000
bogor,4,450,300,3300000000
bogor,1,100,596,4500000000
bogor,2,350,296,3200000000
bogor,5,400,699,8000000000
bogor,2,60,82,600000000
bogor,21,432,144,3500000000
bogor,4,153,235,2500000000
bogor,2,45,81,700000000
bogor,4,500,860,17500000000
bogor,3,125,236,2000000000
bogor,7,700,1000,15000000000
bogor,3,160,108,1600000000
bogor,2,80,40,450000000
bogor,3,250,272,4500000000
bogor,2,60,121,650000000
bogor,5,477,261,6000000000
bogor,4,250,264,4200000000
bogor,6,450,155,3800000000
bogor,3,120,72,950000000
bogor,3,172,333,2680000000
bogor,3,70,162,1300000000
bogor,4,251,240,6350000000
bogor,2,54,72,740000000
bogor,3,160,105,1800000000
bogor,2,55,105,1290000000
bogor,3,150,171,2000000000
bogor,4,140,81,750000000
bogor,4,170,222,1900000000
bogor,2,36,60,850000000
bogor,3,90,105,1850000000
bogor,4,230,265,4500000000
bogor,3,140,901,1400000000
bogor,4,340,446,2600000000
bogor,4,148,200,1950000000
bogor,4,300,243,4200000000
bogor,4,200,216,2350000000
bogor,2,103,108,750000000
bogor,3,388,388,3750000000
bogor,2,55,105,1330000000
bogor,4,560,544,7500000000
bogor,2,43,73,650000000
bogor,3,140,90,1400000000
bogor,4,120,120,2600000000
bogor,3,150,105,1400000000
bogor,2,60,90,995000000
bogor,4,142,150,3070000000
bogor,3,55,96,1420000000
bogor,3,70,90,950000000
bogor,4,287,201,2800000000
bogor,3,80,105,1400000000
bogor,4,250,350,2200000000
bogor,3,60,81,550000000
bogor,5,420,344,6500000000
bogor,4,600,525,10000000000
bogor,3,90,105,1600000000
bogor,3,125,131,1900000000
bogor,5,275,611,4000000000
bogor,2,33,144,1000000000
bogor,2,80,60,550000000
bogor,3,133,196,3660000000
bogor,3,70,96,1620000000
bogor,5,450,300,5000000000
bogor,2,75,90,750000000
bogor,2,55,136,975000000
bogor,3,200,220,2100000000
bogor,2,70,178,1600000000
bogor,5,230,290,3300000000
bogor,3,140,90,1400000000
bogor,4,200,180,4650000000
bogor,3,67,72,1180000000
bogor,2,65,90,640000000
bogor,4,300,268,6500000000
bogor,2,60,90,900000000
bogor,4,120,232,4000000000
bogor,5,300,631,5500000000
bogor,3,225,287,2400000000
bogor,2,90,90,950000000
bogor,3,160,81,735000000
bogor,3,150,105,895000000
bogor,4,120,232,4000000000
bogor,3,75,81,850000000
bogor,3,80,108,1400000000
bogor,6,200,337,2500000000
bogor,4,300,243,4750000000
bogor,4,254,216,6050000000
bogor,3,60,96,575000000
bogor,3,100,126,850000000
bogor,4,230,265,4500000000
bogor,4,142,150,3300000000
bogor,2,36,58,800000000
bogor,6,650,570,16500000000
bogor,3,302,585,5300000000
bogor,2,103,108,830000000
bogor,3,112,160,1290000000
bogor,3,60,60,1200000000
bogor,1,80,294,2200000000
bogor,4,158,158,2870000000
bogor,4,287,201,2800000000
bogor,3,180,140,2500000000
bogor,3,55,96,1420000000
bogor,1,36,105,650000000
bogor,3,167,212,2000000000
bogor,6,450,255,3500000000
bogor,3,250,177,2800000000
bogor,3,200,313,2300000000
bogor,5,400,303,4800000000
bogor,2,38,60,869000000
bogor,6,400,375,7800000000
bogor,3,70,96,1460000000
bogor,3,100,120,1080000000
bogor,3,158,334,3900000000
bogor,2,43,72,1050000000
bogor,4,250,300,3200000000
bogor,3,150,162,950000000
bogor,3,60,72,500000000
bogor,3,150,105,1500000000
bogor,3,200,120,1550000000
bogor,5,270,126,2200000000
bogor,2,60,90,900000000
bogor,18,400,300,1250000000
bogor,4,145,135,1400000000
bogor,4,250,264,4200000000
bogor,4,222,371,5600000000
bogor,2,90,72,950000000
bogor,3,210,240,3000000000
bogor,5,240,251,5200000000
bogor,3,115,140,1300000000
bogor,4,135,78,1200000000
bogor,2,45,72,500000000
bogor,3,128,136,1400000000
bogor,4,204,120,1900000000
bogor,2,45,84,1000000000
bogor,4,500,611,6000000000
bogor,3,150,105,1800000000
bogor,2,42,81,500000000
bogor,2,50,84,980000000
bogor,2,45,72,500000000
bogor,6,700,450,11000000000
bogor,4,150,147,2300000000
bogor,2,60,90,580000000
bogor,3,162,81,850000000
bogor,2,53,90,685000000
bogor,5,135,200,2350000000
bogor,2,42,81,500000000
bogor,4,150,222,2450000000
bogor,3,240,220,2000000000
bogor,3,142,218,2350000000
bogor,5,360,2000,5000000000
bogor,4,205,300,4750000000
bogor,5,360,2000,5000000000
bogor,6,600,272,7000000000
bogor,2,60,120,1400000000
bogor,2,33,50,694000000
bogor,4,350,482,7000000000
bogor,4,130,84,1250000000
bogor,5,200,265,3000000000
bogor,2,45,90,500000000
bogor,3,145,135,1250000000
bogor,2,60,84,550000000
bogor,9,850,1831,17000000000
bogor,3,60,90,650000000
bogor,3,90,60,490000000
bogor,5,800,1100,8000000000
bogor,3,200,160,2900000000
bogor,2,33,106,1200000000
bogor,2,45,90,950000000
bogor,2,65,247,1500000000
bogor,4,130,90,1350000000
bogor,2,49,96,1500000000
bogor,2,50,72,390000000
bogor,3,99,216,1800000000
bogor,1,30,90,570000000
bogor,3,110,84,780000000
bogor,5,190,150,2400000000
bogor,4,120,90,1200000000
bogor,2,70,120,1300000000
bogor,3,125,581,4500000000
bogor,2,90,130,900000000
bogor,3,100,180,1200000000
bogor,3,100,90,650000000
bogor,3,45,90,650000000
bogor,3,65,105,1200000000
bogor,4,130,90,1300000000
bogor,5,2500,17000,115000000000
bogor,9,900,1050,23500000000
bogor,4,700,630,8300000000
bogor,4,160,168,1100000000
bogor,3,150,90,1500000000
bogor,3,132,98,2000000000
bogor,2,80,140,750000000
bogor,3,100,126,1500000000
bogor,2,53,90,700000000
bogor,2,54,81,650000000
bogor,2,80,60,650000000
bogor,3,170,277,2400000000
bogor,3,131,84,990000000
bogor,2,70,180,1250000000
bogor,3,45,72,600000000
bogor,2,150,1049,8500000000
bogor,3,178,278,1200000000
bogor,5,500,216,4000000000
bogor,3,61,49,880000000
bogor,3,100,135,2000000000
bogor,4,126,126,2960000000
